Activity Type,Date,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,15/04/2023 05:46,Tangerang Running,13.04,798,01:07:39,155,164,4,183,191,05:11,04:30,13,16,1.05,--,--,--,05:12,--,0,--,--,"12,312",--,No,00:12.5,14,--,--,--,--,01:07:33,01:08:56,33,38
Running,12/04/2023 06:41,Tangerang Running,3.41,207,00:17:52,153,184,2.7,177,188,05:14,03:09,5,4,1.08,--,--,--,05:16,--,0,--,--,"3,138",--,No,01:34.1,4,--,--,--,--,00:17:50,00:21:28,27,30
Running,12/04/2023 06:04,Tangerang Running,0.42,24,02:54.1,116,125,0.3,173,187,06:59,06:11,--,--,0.83,--,--,--,07:01,--,0,--,--,504,--,No,02:54.1,1,--,--,--,--,00:02:54,00:02:54,27,28
Running,11/04/2023 05:46,Tangerang - W2 Tempo,13.01,797,01:05:11,159,178,4.5,175,191,05:01,04:01,15,13,1.14,--,--,--,05:01,--,0,--,--,"11,574",--,No,00:05.6,24,--,--,--,--,01:05:02,01:06:22,33,38
Running,08/04/2023 06:12,Tangerang Running,8.46,539,00:55:51,138,185,3,169,197,06:36,03:55,28,29,0.89,--,--,--,06:34,--,0,--,--,"9,536",--,No,02:00.2,9,--,--,--,--,00:54:20,01:00:00,29,40
Running,08/04/2023 05:05,Tangerang - 08/04,9.03,548,00:47:08,151,173,3.6,184,196,05:13,04:01,7,52,1.04,--,--,--,05:14,--,0,--,--,"8,676",--,No,00:10.0,16,--,--,--,--,00:47:05,00:47:38,33,37
Running,07/04/2023 05:24,Tangerang - W1 Tempo,13.01,791,01:07:44,153,173,4.2,179,191,05:12,04:08,13,15,1.08,--,--,--,05:13,--,0,--,--,"12,140",--,No,00:04.1,24,--,--,--,--,01:07:34,01:08:40,32,39
Running,04/04/2023 05:32,Tangerang - W1 4x2km,15.01,909,01:15:49,158,178,4.6,180,214,05:03,04:05,17,17,1.1,--,--,--,05:04,--,0,--,--,"13,678",--,No,00:02.0,16,--,--,--,--,01:15:45,01:21:28,33,39
Running,02/04/2023 05:59,Tangerang Running,7.8,497,00:47:39,138,148,3,180,188,06:06,05:31,6,6,0.91,--,--,--,06:07,--,0,--,--,"8,538",--,No,04:45.3,8,--,--,--,--,00:47:38,00:47:39,34,40
Running,01/04/2023 06:15,Tangerang Running,13.01,796,01:09:04,151,158,3.8,183,191,05:19,04:44,8,11,1.03,--,--,--,05:19,--,0,--,--,"12,566",--,No,00:02.7,14,--,--,--,--,01:09:00,01:09:52,30,36
Running,30/03/2023 05:44,Tangerang Running,12.09,747,01:05:00,151,163,3.8,183,200,05:23,04:47,15,16,1.02,--,--,--,05:23,--,0,--,--,"11,814",--,No,00:28.6,13,--,--,--,--,01:04:51,01:06:23,32,37
Running,28/03/2023 05:58,Tangerang Running,10.02,604,00:52:07,148,173,3.7,184,194,05:12,03:54,29,29,1.04,--,--,--,05:13,--,0,--,--,"9,558",--,No,00:03.6,11,--,--,--,--,00:52:04,00:53:39,26,29
Running,25/03/2023 05:20,Tangerang Running,24.54,"1,461",02:00:01,162,173,5,181,195,04:53,04:22,19,25,1.13,--,--,--,04:54,--,0,--,--,"21,556",--,No,02:38.1,25,--,--,--,--,01:59:51,02:13:11,33,39
Running,23/03/2023 05:38,Tangerang - 3x15mins,14.86,894,01:15:02,160,187,4.5,176,189,05:03,04:19,16,60,1.13,--,--,--,05:03,--,0,--,--,"13,214",--,No,00:01.9,19,--,--,--,--,01:14:53,01:17:58,33,37
Running,21/03/2023 05:51,Tangerang - Interval,12.33,735,01:05:10,151,176,3.9,173,193,05:17,03:22,16,60,1.1,--,--,--,05:22,273,0,255,416,"11,454",--,No,00:10.2,35,--,--,--,--,01:05:04,01:06:08,33,37
Running,18/03/2023 05:01,Tangerang Running,20.41,"1,246",01:40:02,160,172,5,182,196,04:54,03:51,18,17,1.12,--,--,--,04:55,284,0,284,384,"18,096",--,No,01:56.4,21,--,--,--,--,01:39:52,01:46:16,34,40
Running,16/03/2023 05:37,Tangerang - 2x20mins,14.1,866,01:10:05,160,183,--,176,189,04:58,04:17,66,66,1.15,--,--,--,--,--,0,--,--,"12,264",--,No,00:04.8,17,--,--,--,--,01:09:35,01:11:55,29,49
Running,13/03/2023 05:42,Tangerang Running,14.27,897,01:16:36,151,162,--,182,201,05:22,04:33,57,55,1.02,--,--,--,--,--,0,--,--,"13,946",--,No,01:25.8,15,--,--,--,--,01:15:06,01:19:25,29,49
Running,10/03/2023 04:53,Tangerang Running,15.36,953,01:17:32,162,171,--,175,185,05:03,04:10,69,66,1.13,--,--,--,--,--,0,--,--,"13,568",--,No,01:43.1,16,--,--,--,--,01:16:12,01:20:01,30,49
Running,07/03/2023 05:45,Tangerang - 2x20mins,13.99,842,01:09:54,163,182,4.7,176,187,05:00,03:59,12,12,1.14,--,--,--,05:00,--,0,--,--,"12,244",--,No,00:02.4,17,--,--,--,--,01:09:46,01:10:58,34,42
