Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Total Strokes,Avg. Swolf,Avg Stroke Rate,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Stress Change,Stress Start,Stress End,Avg Stress,Max Stress,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Treadmill Running,16/02/2024 18:28,FALSE,Base,6.74,387,00:37:06,167,190,3.5,181,194,05:30,04:23,--,--,1,8.3,8.3,239,--,223,0,220,293,--,--,--,"6,684",--,No,00:05.8,8,--,--,--,--,--,--,--,--,--,00:36:55,00:37:06,--,--
Running,27/12/2024 17:58,FALSE,Tangerang - Quality Session,6.54,371,00:34:22,164,180,3.3,172,181,05:15,03:53,23,29,1.1,8.5,9.3,243,05:15,251,0,243,347,--,--,--,"5,922",30,No,00:18.6,9,33,--,--,--,--,--,--,--,--,00:34:18,00:34:47,23,39
Treadmill Running,01/07/2024 17:51,FALSE,Treadmill Running,6.48,342,00:40:01,142,173,2.5,174,194,06:10,04:17,--,--,0.93,9.2,8.5,256,--,215,0,211,300,--,--,--,"6,920",--,No,02:32.1,7,--,--,--,--,--,--,--,--,--,00:39:53,00:40:01,--,--
Running,20/03/2024 19:08,FALSE,Tangerang - Quality Session,6.42,391,00:36:25,168,193,3.4,173,196,05:40,03:17,51,22,1.02,8.7,8.8,247,05:38,253,0,238,428,--,--,--,"6,312",30,No,00:01.7,13,32,--,--,--,--,--,--,--,--,00:36:15,00:36:25,33,42
Running,21/11/2024 19:32,FALSE,Tangerang - Quality Session,6.14,357,00:34:21,167,190,3.4,171,183,05:36,03:57,20,23,1.04,8.9,9.2,251,05:35,239,0,230,329,--,--,--,"5,880",28,No,00:16.1,8,31,--,--,--,--,--,--,--,--,00:34:19,00:34:21,27,40
Treadmill Running,12/07/2024 18:50,FALSE,Treadmill Running,6.04,353,00:35:54,152,165,3,173,181,05:57,04:54,--,--,0.98,9,8.8,254,--,216,0,215,277,--,--,--,"6,196",--,No,00:13.9,7,--,--,--,--,--,--,--,--,--,00:35:44,00:35:54,--,--
Running,18/04/2025 06:16,FALSE,Jakarta - Base,6.01,341,00:44:38,137,156,2.6,160,221,07:26,03:57,16,6,0.85,9.4,7.9,259,07:22,177,0,164,320,--,--,--,"7,246",29,No,03:06.7,7,31,--,--,--,--,--,--,--,--,00:42:42,00:44:45,11,17
Treadmill Running,05/02/2025 19:12,FALSE,Treadmill Running,6.01,286,00:32:37,142,152,2.3,193,205,05:26,04:51,--,--,0.95,7.8,7.4,227,--,212,0,211,244,--,--,--,"6,284",--,No,00:02.2,7,--,--,--,--,--,--,--,--,--,00:32:27,00:32:37,--,--
Treadmill Running,04/10/2024 18:28,FALSE,Treadmill Running,6.01,337,00:33:44,155,183,3.1,179,192,05:37,04:29,--,--,1,8.5,8.5,243,--,220,0,216,273,--,--,--,"5,998",--,No,00:04.1,7,--,--,--,--,--,--,--,--,--,00:33:36,00:33:44,--,--
Treadmill Running,19/09/2024 17:58,FALSE,Treadmill Running,6.01,310,00:37:24,141,149,2.3,175,186,06:13,05:52,--,--,0.92,9.1,8.4,254,--,198,0,197,218,--,--,--,"6,526",--,No,00:04.4,7,--,--,--,--,--,--,--,--,--,00:37:09,00:37:24,--,--
Running,20/08/2024 18:02,FALSE,Tangerang Running,6.01,353,00:38:25,150,162,2.7,175,186,06:24,05:29,14,20,0.89,9.2,8.2,255,06:23,199,0,197,227,--,--,--,"6,708",30,No,00:02.1,7,33,--,--,--,--,--,--,--,--,00:38:20,00:38:25,33,45
Treadmill Running,23/04/2024 19:17,FALSE,Base,6.01,377,00:34:27,163,172,3.3,175,190,05:44,04:53,--,--,1,8.7,8.7,249,--,228,0,226,287,--,--,--,"6,022",--,No,00:02.2,8,--,--,--,--,--,--,--,--,--,00:34:16,00:34:27,--,--
Running,02/02/2025 17:30,FALSE,Tangerang Running,6,346,00:34:27,154,166,3,175,225,05:44,04:33,16,45,1,8.7,8.7,246,05:42,218,0,216,309,--,--,--,"6,034",31,No,00:01.9,7,33,--,--,--,--,--,--,--,--,00:34:22,00:34:27,18,27
Running,02/01/2025 18:23,FALSE,Tangerang Running,6,338,00:40:41,147,170,2.6,169,193,06:47,04:40,19,23,0.87,9.4,7.9,256,06:44,210,0,190,296,--,--,--,"6,964",30,No,00:02.0,7,32,--,--,--,--,--,--,--,--,00:39:42,00:42:09,34,43
Running,17/10/2024 19:26,FALSE,Tangerang Running,6,353,00:39:11,151,167,2.7,173,183,06:32,04:31,17,23,0.89,9.4,8.4,260,06:31,197,0,195,268,--,--,--,"6,748",31,No,00:02.3,7,33,--,--,--,--,--,--,--,--,00:39:09,00:39:11,32,43
Running,16/07/2024 20:11,FALSE,Tangerang Running,6,352,00:38:28,144,155,2.5,175,182,06:25,05:45,19,21,0.89,9.2,8.2,256,06:25,204,0,203,247,--,--,--,"6,730",30,No,00:01.0,7,32,--,--,--,--,--,--,--,--,00:38:27,00:38:28,36,47
Running,23/12/2024 06:25,FALSE,Tangerang Running,5.94,348,00:51:59,123,155,2,134,244,08:45,04:25,50,54,0.83,9.3,7.7,264,08:33,174,0,140,318,--,--,--,"7,342",29,No,07:21.2,6,31,--,--,--,--,--,--,--,--,00:45:31,00:53:08,34,53
Running,02/11/2023 18:32,FALSE,Tangerang - Base,5.67,318,00:30:13,172,190,3.5,169,184,05:20,03:01,18,19,1.11,8.8,9.8,252,05:20,245,0,242,382,--,--,--,"5,082",30,No,03:27.3,6,31,--,--,--,--,--,--,--,--,00:30:10,00:30:13,25,32
Treadmill Running,03/06/2024 17:58,FALSE,Treadmill Running,5.57,334,00:32:26,156,171,3,181,198,05:50,04:35,--,--,0.95,8.5,8.1,243,--,221,0,218,296,--,--,--,"5,842",--,No,03:29.4,6,--,--,--,--,--,--,--,--,--,00:32:05,00:32:26,--,--
Running,09/04/2024 19:28,FALSE,Tangerang Running,5.56,346,00:33:24,161,181,3.1,166,179,06:00,04:37,16,20,1.01,9,9.1,255,05:59,232,0,224,293,--,--,--,"5,548",29,No,04:01.3,6,31,--,--,--,--,--,--,--,--,00:33:01,00:33:24,23,31
Running,13/04/2024 19:42,FALSE,Tangerang Running,5.54,352,00:32:26,173,196,3.3,168,188,05:51,02:57,16,22,1.01,9.1,9.2,257,05:52,237,0,230,432,--,--,--,"5,442",30,No,02:24.7,6,34,--,--,--,--,--,--,--,--,00:32:23,00:32:26,33,41
Running,10/10/2024 19:51,FALSE,Tangerang Running,5.53,312,00:37:20,136,147,2.3,171,182,06:45,05:31,11,12,0.86,9.4,8.1,259,06:46,188,0,185,261,--,--,--,"6,404",29,No,03:31.6,6,31,--,--,--,--,--,--,--,--,00:37:04,00:40:42,19,30
Running,20/06/2024 18:48,FALSE,Tangerang Running,5.5,328,00:34:59,148,161,2.4,174,183,06:21,05:23,6,17,0.9,9.2,8.2,256,06:22,208,0,206,252,--,--,--,"6,102",30,No,03:08.6,6,31,--,--,--,--,--,--,--,--,00:34:55,00:34:59,29,35
Treadmill Running,30/01/2024 19:33,FALSE,Treadmill Running,5.47,326,00:34:17,161,180,3.4,161,187,06:16,04:37,--,--,1,9,9,258,--,212,0,197,275,--,--,--,"5,532",--,No,05:15.2,6,--,--,--,--,--,--,--,--,--,00:31:53,00:34:17,--,--
Running,04/11/2023 06:20,FALSE,Tangerang Running,5.47,292,00:28:05,165,190,3.4,172,196,05:08,02:51,1,4,1.12,8.5,9.5,244,05:10,248,0,246,419,--,--,--,"4,830",28,No,02:07.6,6,29,--,--,--,--,--,--,--,--,00:27:59,00:28:37,29,33
Running,19/07/2024 18:00,FALSE,Tangerang Running,5.45,317,00:30:12,151,171,3,175,186,05:32,04:37,10,3,1.02,8.5,8.6,242,05:34,237,0,232,299,--,--,--,"5,258",30,No,02:07.5,6,31,--,--,--,--,--,--,--,--,00:29:47,00:30:12,26,33
Running,09/08/2024 19:19,FALSE,Tangerang Running,5.43,309,00:36:12,142,163,2.3,169,181,06:40,04:37,11,5,0.88,9.6,8.4,262,06:40,192,0,189,288,--,--,--,"6,152",30,No,02:19.9,6,32,--,--,--,--,--,--,--,--,00:35:55,00:36:12,22,30
Running,09/01/2024 17:02,FALSE,Tangerang - Base,5.42,316,00:30:02,168,187,3.5,176,192,05:33,04:32,25,17,1.02,8.5,8.7,243,05:30,229,0,227,283,--,--,--,"5,296",31,No,00:01.6,7,33,--,--,--,--,--,--,--,--,00:30:00,00:30:02,35,43
Running,26/11/2024 06:39,FALSE,Tangerang Running,5.41,319,00:33:23,148,180,2.8,166,194,06:10,03:44,12,12,0.98,8.9,8.5,248,06:09,226,0,204,383,--,--,--,"5,520",29,No,02:21.7,6,31,--,--,--,--,--,--,--,--,00:31:37,00:33:23,31,38
Running,08/04/2025 18:45,FALSE,Tangerang Running,5.4,314,00:36:28,149,161,2.5,176,181,06:45,05:14,11,21,0.84,9.4,7.9,258,06:47,185,0,185,254,--,--,--,"6,408",31,No,02:26.3,6,33,--,--,--,--,--,--,--,--,00:36:25,00:36:28,30,41
Running,09/01/2025 18:37,FALSE,Tangerang Running,5.4,308,00:29:56,159,173,3.1,168,184,05:33,04:25,10,7,1.07,8.4,9,242,05:31,232,0,223,292,--,--,--,"5,066",29,No,02:49.6,6,30,--,--,--,--,--,--,--,--,00:28:49,00:29:56,25,32
Running,19/12/2024 19:40,FALSE,Tangerang Running,5.4,307,00:31:04,153,162,2.7,181,190,05:45,03:39,10,8,0.96,8.5,8.1,242,05:45,222,0,220,364,--,--,--,"5,584",29,No,02:18.5,6,31,--,--,--,--,--,--,--,--,00:31:01,00:31:04,22,27
Running,21/09/2024 07:18,FALSE,Tangerang Running,5.36,263,00:22:19,173,197,3.6,178,200,04:10,02:55,6,4,1.33,7.3,9.7,217,04:12,299,0,297,396,--,--,--,"3,998",27,No,01:27.6,6,29,--,--,--,--,--,--,--,--,00:22:18,00:22:19,35,39
Treadmill Running,07/05/2024 19:40,FALSE,Treadmill Running,5.33,305,00:31:43,151,160,2.5,178,194,05:57,04:29,--,--,0.95,8.8,8.3,249,--,217,0,216,300,--,--,--,"5,616",--,No,01:51.1,6,--,--,--,--,--,--,--,--,--,00:31:32,00:31:43,--,--
Running,09/12/2023 06:23,FALSE,Tangerang Running,5.29,292,00:35:14,142,158,2.4,169,185,06:40,05:48,10,2,0.88,9.7,8.6,266,06:40,192,0,191,231,--,--,--,"5,960",30,No,01:54.0,6,31,--,--,--,--,--,--,--,--,00:35:12,00:35:14,45,53
Treadmill Running,07/06/2024 19:58,FALSE,Recovery,5.24,260,00:32:04,139,150,2,183,194,06:07,05:25,--,--,0.89,8.6,7.7,245,--,209,0,207,245,--,--,--,"5,830",--,No,00:04.2,7,--,--,--,--,--,--,--,--,--,00:31:56,00:32:04,--,--
Treadmill Running,05/03/2024 19:28,FALSE,Easy Run,5.23,299,00:30:02,159,184,3.1,177,193,05:45,04:29,--,--,0.98,8.6,8.5,245,--,214,0,212,281,--,--,--,"5,322",--,No,01:19.3,6,--,--,--,--,--,--,--,--,--,00:29:46,00:30:02,--,--
Treadmill Running,27/01/2025 17:46,FALSE,Treadmill Running,5.22,229,00:30:01,136,150,2,194,204,05:45,05:07,--,--,0.9,8,7.2,231,--,201,0,200,240,--,--,--,"5,784",--,No,01:16.1,6,--,--,--,--,--,--,--,--,--,00:29:50,00:30:01,--,--
Running,29/08/2024 20:08,FALSE,Tangerang - Base,5.22,311,00:32:57,155,166,2.8,172,183,06:19,04:46,20,17,0.92,9.3,8.6,258,06:17,206,0,202,276,--,--,--,"5,658",29,No,01:19.3,6,31,--,--,--,--,--,--,--,--,00:32:55,00:32:57,33,43
Treadmill Running,14/05/2024 19:45,FALSE,Treadmill Running,5.22,311,00:31:29,154,166,2.8,175,188,06:02,04:38,--,--,0.96,8.9,8.5,251,--,218,0,214,283,--,--,--,"5,502",--,No,01:19.4,6,--,--,--,--,--,--,--,--,--,00:31:01,00:32:34,--,--
Running,07/02/2024 06:47,FALSE,Tangerang Running,5.21,281,00:31:58,145,170,2.6,172,200,06:08,03:12,1,6,0.93,9.1,8.4,255,06:11,210,0,202,372,--,--,--,"5,512",28,No,01:15.9,6,29,--,--,--,--,--,--,--,--,00:31:55,00:33:25,24,31
Running,28/10/2023 17:44,FALSE,Tangerang - Base,5.15,279,00:42:03,142,153,2,179,220,08:10,05:12,8,5,0.68,10.1,6.9,264,08:08,158,0,155,262,--,--,--,"7,550",31,No,00:03.3,7,33,--,--,--,--,--,--,--,--,00:42:02,00:42:03,37,43
Running,19/01/2024 18:21,FALSE,Tangerang - Sprint,5.14,313,00:38:13,153,177,2.9,133,231,07:26,01:55,19,19,0.93,8.9,7.8,259,07:30,192,0,149,654,--,--,--,"5,374",28,No,00:00:10,17,30,--,--,--,--,--,--,--,--,00:37:32,00:40:54,27,35
Running,11/04/2025 07:05,FALSE,Tangerang Running,5.12,302,00:30:46,160,181,3.2,176,188,06:00,04:37,3,11,0.94,8.9,8.4,250,06:01,213,0,209,289,--,--,--,"5,408",30,No,00:45.5,6,31,--,--,--,--,--,--,--,--,00:30:41,00:30:46,31,42
Running,23/04/2025 06:32,FALSE,Bogor - Base,5.11,304,00:36:58,142,163,2.5,160,236,07:14,04:30,77,64,0.85,9,7.6,255,06:59,190,0,174,267,--,--,--,"5,996",29,No,00:57.4,6,31,--,--,--,--,--,--,--,--,00:35:52,00:48:39,194,245
Running,22/10/2024 19:33,FALSE,Tangerang Running,5.09,306,00:30:31,162,175,2.9,174,188,06:00,04:23,14,22,0.95,9,8.5,251,06:00,214,0,211,285,--,--,--,"5,312",29,No,00:29.5,6,32,--,--,--,--,--,--,--,--,00:30:27,00:30:31,31,45
Running,13/10/2024 06:23,FALSE,Tangerang Running,5.09,287,00:34:33,142,153,2.2,172,184,06:47,05:07,4,3,0.85,9.6,8.2,263,06:49,187,0,185,248,--,--,--,"5,942",29,No,00:35.1,6,32,--,--,--,--,--,--,--,--,00:34:30,00:34:33,38,42
Treadmill Running,12/03/2025 08:15,FALSE,Treadmill Running,5.08,241,00:30:00,135,145,2.1,186,194,05:54,05:25,--,--,0.91,8.4,7.7,240,--,199,0,198,222,--,--,--,"5,552",--,No,00:27.5,6,--,--,--,--,--,--,--,--,--,00:29:53,00:30:00,--,--
Treadmill Running,27/06/2024 17:37,FALSE,Treadmill Running,5.06,293,00:30:25,148,165,2.6,176,185,06:00,04:49,--,--,0.94,8.9,8.4,251,--,215,0,215,282,--,--,--,"5,350",--,No,00:22.1,6,--,--,--,--,--,--,--,--,--,00:30:24,00:30:25,--,--
Running,28/05/2024 18:32,FALSE,Tangerang Running,5.06,296,00:33:56,139,155,2.3,174,180,06:43,05:45,19,14,0.86,9.4,8.1,260,06:40,202,0,200,243,--,--,--,"5,878",31,No,00:25.7,6,33,--,--,--,--,--,--,--,--,00:33:53,00:33:56,37,54
Running,19/01/2025 06:42,FALSE,Jakarta - Quality Session,5.04,245,00:19:48,184,198,3.6,177,188,03:56,03:13,10,10,1.42,7.1,10.1,211,03:57,315,0,313,418,--,--,--,"3,498",30,No,00:09.3,6,33,--,--,--,--,--,--,--,--,00:19:46,00:19:48,13,21
Treadmill Running,20/02/2024 19:18,FALSE,Treadmill Running,5.03,242,00:30:12,143,153,2.2,177,190,06:01,04:43,--,--,0.94,8.8,8.3,248,--,205,0,203,257,--,--,--,"5,322",--,No,00:08.3,6,--,--,--,--,--,--,--,--,--,00:29:53,00:30:12,--,--
Treadmill Running,15/10/2024 19:22,FALSE,Treadmill Running,5.02,280,00:29:39,147,164,2.7,174,188,05:54,04:47,--,--,0.96,8.9,8.5,250,--,208,0,207,264,--,--,--,"5,194",--,No,00:06.2,6,--,--,--,--,--,--,--,--,--,00:29:36,00:29:39,--,--
Treadmill Running,19/03/2024 19:25,FALSE,Treadmill Running,5.02,284,00:28:33,153,163,2.8,179,188,05:41,04:38,--,--,0.98,8.5,8.4,244,--,227,0,225,296,--,--,--,"5,088",--,No,00:06.3,6,--,--,--,--,--,--,--,--,--,00:28:32,00:28:33,--,--
Treadmill Running,06/02/2024 19:35,FALSE,Treadmill Running,5.02,273,00:27:02,162,179,3.2,177,212,05:23,03:17,--,--,1.05,8.4,8.8,240,--,233,0,226,342,--,--,--,"4,758",--,No,00:00:09,6,--,--,--,--,--,--,--,--,--,00:26:38,00:27:14,--,--
Running,15/12/2023 16:56,FALSE,Sambas Running,5.02,279,00:28:48,162,193,3,168,180,05:44,03:25,7,14,1.03,9.1,9.3,255,05:49,232,0,221,375,--,--,--,"4,842",31,No,00:08.3,6,33,--,--,--,--,--,--,--,--,00:28:33,00:34:39,-6,5
Treadmill Running,18/02/2025 19:25,FALSE,Treadmill Running,5.01,203,00:28:41,130,137,1.5,187,196,05:44,04:47,--,--,0.93,8.2,7.7,237,--,197,0,195,251,--,--,--,"5,354",--,No,00:03.0,6,--,--,--,--,--,--,--,--,--,00:28:39,00:28:41,--,--
Treadmill Running,18/02/2025 17:33,FALSE,Treadmill Running,5.01,235,00:28:55,138,153,2.1,178,210,05:46,04:44,--,--,0.97,8.7,8.5,246,--,200,0,199,255,--,--,--,"5,130",--,No,00:03.1,6,--,--,--,--,--,--,--,--,--,00:28:47,00:28:55,--,--
Treadmill Running,07/02/2025 18:29,FALSE,Treadmill Running,5.01,222,00:30:03,131,140,1.6,181,190,06:00,05:28,--,--,0.92,8.7,8,245,--,198,0,197,220,--,--,--,"5,404",--,No,00:01.3,6,--,--,--,--,--,--,--,--,--,00:29:55,00:30:03,--,--
Running,21/12/2024 06:59,FALSE,Tangerang Running,5.01,282,00:29:47,149,166,2.6,174,186,05:57,04:18,4,2,0.96,9,8.5,251,05:58,214,0,209,312,--,--,--,"5,196",28,No,00:01.4,6,31,--,--,--,--,--,--,--,--,00:29:42,00:29:47,31,35
Treadmill Running,10/12/2024 19:26,FALSE,Treadmill Running,5.01,264,00:30:26,141,151,2.2,172,181,06:05,04:59,--,--,0.96,9.2,8.9,257,--,205,0,204,267,--,--,--,"5,212",--,No,00:01.7,6,--,--,--,--,--,--,--,--,--,00:30:13,00:30:26,--,--
Running,01/12/2024 05:56,FALSE,Tangerang Running,5.01,251,00:19:25,185,195,3.5,180,194,03:53,03:11,2,5,1.42,7,9.9,208,03:55,326,0,324,399,--,--,--,"3,476",27,No,00:01.6,6,29,--,--,--,--,--,--,--,--,00:19:24,00:19:25,26,31
Treadmill Running,05/11/2024 19:36,FALSE,Treadmill Running,5.01,277,00:29:53,147,162,2.4,173,188,05:58,05:07,--,--,0.96,9,8.7,253,--,206,0,206,258,--,--,--,"5,178",--,No,00:02.7,6,--,--,--,--,--,--,--,--,--,00:29:51,00:29:53,--,--
Running,30/10/2024 20:08,FALSE,Tangerang - Base,5.01,287,00:27:36,160,180,3,175,187,05:30,04:23,8,8,1.03,8.5,8.8,243,05:29,234,0,229,312,--,--,--,"4,854",28,No,00:03.3,6,31,--,--,--,--,--,--,--,--,00:27:34,00:27:36,24,32
Running,23/09/2024 19:42,FALSE,Tangerang Running,5.01,303,00:32:11,154,168,2.8,173,186,06:25,04:37,15,17,0.9,9.3,8.4,258,06:24,201,0,198,248,--,--,--,"5,566",30,No,00:09.4,6,32,--,--,--,--,--,--,--,--,00:32:08,00:32:11,31,40
Running,22/08/2024 06:33,FALSE,Tangerang Running,5.01,291,00:32:13,141,156,2.5,172,187,06:26,03:55,3,2,0.9,9.3,8.4,258,06:24,198,0,195,340,--,--,--,"5,542",28,No,00:01.1,6,29,--,--,--,--,--,--,--,--,00:32:08,00:32:13,35,39
Running,17/06/2024 06:49,FALSE,Tangerang Running,5.01,296,00:35:53,138,155,2.1,173,187,07:10,05:14,35,20,0.81,9.8,7.8,264,07:08,189,0,186,295,--,--,--,"6,202",29,No,00:01.6,6,31,--,--,--,--,--,--,--,--,00:35:52,00:35:53,51,62
Treadmill Running,14/06/2024 19:26,FALSE,Treadmill Running,5.01,275,00:32:03,142,152,2.1,173,184,06:24,05:56,--,--,0.91,9.3,8.4,258,--,204,0,203,236,--,--,--,"5,536",--,No,00:02.4,6,--,--,--,--,--,--,--,--,--,00:31:54,00:32:03,--,--
Treadmill Running,20/05/2024 20:15,FALSE,Treadmill Running,5.01,289,00:29:13,152,166,2.7,179,189,05:50,04:31,--,--,0.96,8.6,8.2,245,--,221,0,219,290,--,--,--,"5,220",--,No,00:01.6,6,--,--,--,--,--,--,--,--,--,00:29:01,00:29:13,--,--
Treadmill Running,29/04/2024 19:00,FALSE,Recovery,5.01,319,00:28:32,166,176,3.3,176,189,05:42,04:33,--,--,1,8.6,8.6,246,--,230,0,226,294,--,--,--,"5,006",--,No,00:32.0,6,--,--,--,--,--,--,--,--,--,00:28:14,00:28:32,--,--
Running,06/03/2024 19:55,FALSE,Tangerang - Easy Run,5.01,284,00:28:44,160,176,3,171,177,05:44,03:56,13,17,1.03,9,9.2,254,05:42,225,0,224,277,--,--,--,"4,900",30,No,00:06.4,6,33,--,--,--,--,--,--,--,--,00:28:42,00:28:44,34,44
Running,25/02/2024 06:46,FALSE,Jakarta - Quality Session,5.01,273,00:22:37,188,202,3.8,172,190,04:31,03:53,6,1,1.28,7.9,10.1,231,04:32,285,0,281,326,--,--,--,"3,896",29,No,00:01.8,6,33,--,--,--,--,--,--,--,--,00:22:27,00:22:47,17,22
Running,23/02/2024 19:31,FALSE,Tangerang Running,5.01,288,00:26:56,171,196,3.3,174,210,05:23,03:38,44,15,1.06,8.5,8.9,242,05:23,247,0,235,368,--,--,--,"4,718",30,No,00:01.9,6,32,--,--,--,--,--,--,--,--,00:26:45,00:27:51,31,39
Running,08/03/2025 07:32,FALSE,Tangerang Running,5,235,00:19:28,175,190,3.3,184,192,03:53,03:09,9,9,1.38,6.8,9.4,203,03:54,311,0,308,351,--,--,--,"3,570",29,No,00:00.6,6,31,--,--,--,--,--,--,--,--,00:19:27,00:19:28,35,43
Running,30/11/2024 18:45,FALSE,Tangerang Running,5,291,00:30:01,153,169,2.6,173,181,06:00,04:27,11,21,0.96,9.1,8.7,254,06:01,213,0,211,282,--,--,--,"5,184",30,No,00:00.9,6,32,--,--,--,--,--,--,--,--,00:30:00,00:30:01,28,42
Running,20/10/2024 19:13,FALSE,Tangerang Running,5,305,00:32:12,156,178,2.6,173,188,06:26,04:04,17,23,0.9,9.3,8.3,256,06:24,206,0,201,300,--,--,--,"5,578",30,No,00:00.9,6,32,--,--,--,--,--,--,--,--,00:32:04,00:32:12,25,38
Running,13/09/2024 19:52,FALSE,Tangerang Running,5,285,00:35:56,147,155,2.1,169,177,07:11,06:21,11,20,0.83,10,8.3,271,07:10,180,0,179,212,--,--,--,"6,054",30,No,00:01.6,6,33,--,--,--,--,--,--,--,--,00:35:55,00:35:56,29,45
Treadmill Running,10/06/2024 19:52,FALSE,Treadmill Running,5,307,00:30:37,152,167,2.8,177,191,06:07,05:05,--,--,0.92,8.9,8.2,250,--,212,0,210,259,--,--,--,"5,420",--,No,00:00.9,6,--,--,--,--,--,--,--,--,--,00:30:26,00:30:37,--,--
